지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
283,경주시,2026-06-17 08:00,20.9,,,,.5,,50,,84,,20.6,18,1009.2,,1013.9,,0,,.42,,,,9,9,,2,1610,,,24.1,,23,23.6,23.8,24.4
283,경주시,2026-06-17 09:00,22.9,,,,1.1,,50,,74,,20.6,18,1008.9,,1013.5,,.1,,.91,,,,6,6,,2,1783,,,28.7,,23.9,23.9,23.8,24.3
283,경주시,2026-06-17 10:00,26,,,,1.2,,50,,66,,22.1,19.1,1007.9,,1012.5,,1,,2.37,,,,8,0,,,2360,,,35.4,,27.1,24.6,24.2,24.2
283,경주시,2026-06-17 11:00,26.3,,,,1.5,,20,,65,,22.1,19.1,1008,,1012.6,,1,,2.41,,,,9,1,,19,2357,,,38.8,,29.6,25.9,25.1,24.1
283,경주시,2026-06-17 12:00,28.3,,,,1.3,,360,,59,,22.7,19.5,1007.8,,1012.3,,.9,,2.56,,,,9,1,,17,2440,,,41.6,,31.5,27.2,26,24.1
283,경주시,2026-06-17 13:00,28.5,,,,4.6,,180,,61,,23.7,20.2,1006.9,,1011.4,,.2,,2.04,,,,9,4,,3,2515,,,39.7,,32.2,28.3,27,24.2
283,경주시,2026-06-17 14:00,29,,,,4.1,,200,,58,,23.1,19.8,1006.5,,1011,,.8,,2.48,,,,7,4,,8,2497,,,42.4,,32.9,29,27.8,24.2
283,경주시,2026-06-17 15:00,29.7,,,,4.3,,180,,56,,23.2,19.9,1006.4,,1010.9,,1,,2.81,,,,7,1,,20,2936,,,44.2,,34,29.8,28.5,24.4
283,경주시,2026-06-17 16:00,30.1,,,,4.8,,200,,56,,23.8,20.3,1005.2,,1009.7,,1,,2.63,,,,3,1,,8,3535,,,43.5,,34.7,30.6,29.2,24.6
283,경주시,2026-06-17 17:00,28.9,,,,5,,180,,59,,23.4,20,1004.8,,1009.3,,1,,1.91,,,,3,0,,,3537,,,40.1,,34.1,31.1,29.8,24.7
283,경주시,2026-06-17 18:00,27.8,,,,4.1,,180,,63,,23.5,20.1,1004.8,,1009.3,,.6,,1,,,,8,4,,10,3460,,,34.6,,32.7,31,30,25
283,경주시,2026-06-17 19:00,26,,,,4.1,,180,,68,,22.8,19.6,1005.4,,1010,,0,,.28,,,,9,5,,4,3742,,,31,,31.2,30.5,29.8,25.2
283,경주시,2026-06-17 20:00,24.6,,,,3.5,,180,,74,,22.8,19.6,1005.7,,1010.3,,0,,.03,,,,8,8,,4,2987,,,28.3,,29.7,29.8,29.3,25.3
283,경주시,2026-06-17 21:00,24,,,,3.4,,180,,77,,22.9,19.7,1005.8,,1010.4,,,9,,9,,,8,8,,6,3380,,,26.8,,28.6,29,28.7,25.5
283,경주시,2026-06-17 22:00,23.7,,,,2.1,,180,,78,,22.8,19.6,1006,,1010.6,,,9,,9,,,7,7,,8,3524,,,25.9,,27.7,28.4,28.2,25.5
283,경주시,2026-06-17 23:00,23.7,,,,.4,,0,,78,,22.8,19.6,1005.6,,1010.2,,,9,,9,,,8,8,,6,3286,,,25.5,,27,27.8,27.6,25.5
283,경주시,2026-06-18 00:00,23.5,,,,.5,,160,,79,,22.8,19.6,1005.8,,1010.4,,,9,,9,,,6,6,,7,3332,,,24.9,,26.5,27.3,27.2,25.5
